web-scraper-order,web-scraper-start-url,filmstars,filmstars-href,Name,Personality,Image-src,pages,pages-href
"1587937612-4160","https://www.imdb.com/list/ls068010962/","Tigmanshu Dhulia","https://www.imdb.com/name/nm0223606?ref_=nmls_hd","Tigmanshu Dhulia","Tigmanshu Dhulia is a director and actor, known for Gangs of Wasseypur (2012), Paan Singh Tomar (2012) and Saheb Biwi Aur Gangster (2011).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMmVkZTMxMTgtNjk3Ny00Yzc4LWFhZWYtMjBhYTJjN2EwMDViXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937717-4172","https://www.imdb.com/list/ls068010962/","Sheeba Chaddha","https://www.imdb.com/name/nm0149441?ref_=nmls_hd","Sheeba Chaddha","Sheeba Chaddha was born in 1972 in Delhi, India. She is an actress, known for Talaash (2012), Dil Se.. (1998) and Gully Boy (2019).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNzc0NWJjMjQtM2VhOC00MDAxLWE5ZjItZTNlZDFkYjE1YjE0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR49,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938633-4299","https://www.imdb.com/list/ls068010962/","Farida Jalal","https://www.imdb.com/name/nm0416077?ref_=nmls_hd","Farida Jalal","Farida Jalal was discovered by Filmfare's United Producers' Talent Hunt in the 1960s. She starred in her first movie as a teenager, in the Rajshri Productions' ""TAQDEER' in 1967. Thereafter she has starred in more than 200 movies as a character actress mainly, but also as lead actor in some. She is known as Bollywood's all time Favourite Mother. ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZGE2OTUzZDEtZWQ2Ny00YTQ0LWEyYmItYmRiYjMxNTFiYzYwXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587938306-4243","https://www.imdb.com/list/ls068010962/","Nargis","https://www.imdb.com/name/nm0004291?ref_=nmls_hd","Nargis","She was born on June 1, 1929 as Fatima Rashid in Rawalpindi, British India, daughter to Jaddanbai and Uttamchand Mohanchand, a former Hindu Mohyal Brahmin who converted to Islam as Abdul Rashid. Her mother was a well-known dancer, singer, actor, composer, and director. This is what paved the way for Fatima to become a child artiste (Baby Nargis) ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTY1NzE0ODkzNl5BMl5BanBnXkFtZTcwMDQ2OTAzMQ@@._V1_UY317_CR7,0,214,317_AL__QL50.jpg","",""
"1587938339-4250","https://www.imdb.com/list/ls068010962/","Manoj Kumar","https://www.imdb.com/name/nm0006370?ref_=nmls_hd","Manoj Kumar","Manoj Kumar was born on July 24, 1937 in Abbottabad, North-West Frontier Province, British India as Harikishen Giri Goswami. He is an actor and writer, known for Food, Clothing and Shelter (1974), Upkar (1967) and Shor (1972).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMzUxNTM4MzQ4N15BMl5BanBnXkFtZTgwMjY1ODA0OTE@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","",""
"1587937877-4191","https://www.imdb.com/list/ls068010962/","Shakti Kapoor","https://www.imdb.com/name/nm0007106?ref_=nmls_hd","Shakti Kapoor","Shakti Kapoor is one of the most comic actors to grace the Bollywood screen. Since the start of his career he has done more than 300 films. He had been often nominated for the Filmfare Award in the most comic performance category. His on-screen pairing with another comic actor Kader Khan as the latter's son has often led to laughable comedies. ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTY2MDE1MTQ2N15BMl5BanBnXkFtZTgwNTk2OTczOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938738-4316","https://www.imdb.com/list/ls068010962/","Balraj Sahni","https://www.imdb.com/name/nm0756379?ref_=nmls_hd","Balraj Sahni","Balraj Sahni was born on May 1, 1913 in Rawalpindi, Punjab, British India. He was an actor, known for Baazi (1951), Kabuliwala (1961) and Bhabhi (1957). He was married to Santosh Chandhok and Damayanti Sahni. He died on April 13, 1973 in Bombay, Maharashtra, India.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZDgwMGMzMWUtMmQ1Yi00NjM0LTlkMDgtMTk5MmFkMWJhNDY1XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","",""
"1587938416-4262","https://www.imdb.com/list/ls068010962/","Mita Vasisht","https://www.imdb.com/name/nm0890622?ref_=nmls_hd","Mita Vasisht","Mita Vashisht is an Indian television, film and theater actress, who graduated from National School of Drama, New Delhi in 1987. She was born in Pune, Maharashtra, India to Rajeshwar Dutt Vasisht, a retired Colonel in the Indian Army and Meenakshi Mehta Vasisht, a teacher and musician. She had her post-graduate in literature from Punjab University, ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNGQ4YjkyMzMtM2E4OS00YmMzLWEyY2YtYjY0ZmUzYmEzNzFiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR19,0,214,317_AL__QL50.jpg","",""
"1587938613-4295","https://www.imdb.com/list/ls068010962/","Gurpreet Ghuggi","https://www.imdb.com/name/nm1836657?ref_=nmls_hd","Gurpreet Ghuggi","Gurpreet Ghuggi was born as Gurpreet Singh. He is known for his work on Race (2008), Singh Is King (2008) and Nalaik (2005). He is married to Kuljeet Kaur. They have two children.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BODJhZWQ3NGEtZDFmYS00YTc3LTllMzctZGFlM2U0NjliYTczXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR8,0,214,317_AL__QL50.jpg","",""
"1587937577-4151","https://www.imdb.com/list/ls068010962/","Vishal Malik","https://www.imdb.com/name/nm7919429?ref_=nmls_hd","Vishal Malik","Vishal Malik born 12 March 1989 in New Delhi is an Indian Film Actor. He studied Acting from Whistling Woods International Institute under the Guidance of Shernaz Patel Heading the department and he developed his craft under the guidance of Jameel Khan, Harmender Bhatia. The institute is promoted by Indian Filmmaker Subhash Ghai, Mukta Arts and ...            
                    See full bio »","","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938855-4330","https://www.imdb.com/list/ls068010962/","Arshad Warsi","https://www.imdb.com/name/nm0451174?ref_=nmls_hd","Arshad Warsi","Arshad Warsi was born in Mumbai, India, and did his schooling at a boarding school, Barnes School, Deolali in Nashik district, Maharashtra. He was orphaned at the age of 14 and struggled for a living in Mumbai during his early days. Financial circumstances forced Warsi to start work as a door-to-door cosmetics salesman at age 17. Later he worked in...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNmMwOGYwMjUtN2M5My00ODIxLWI3ZjctODM2MGI4OGQzOWM0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","",""
"1587938628-4298","https://www.imdb.com/list/ls068010962/","Guru Dutt","https://www.imdb.com/name/nm0244870?ref_=nmls_hd","Guru Dutt","Considered to be a man ahead of his time, Guru Dutt was one of the greatest icons of commercial Indian cinema. Although he made less than fifty films, they are believed to be the best to come from Bollywood's Golden Age, known both for their ability to reach out to the common man and for their artistic and lyrical content, and they went on to ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjA0Mzg2NjEwN15BMl5BanBnXkFtZTgwODQ1NDQzNzE@._V1_UY317_CR104,0,214,317_AL__QL50.jpg","",""
"1587938101-4215","https://www.imdb.com/list/ls068010962/","Raghuvir Yadav","https://www.imdb.com/name/nm0944834?ref_=nmls_hd","Raghuvir Yadav","Raghuvir Yadav was born on June 25, 1957 in Jabalpur, Madhya Pradesh, India. He is known for his work on Dil Se.. (1998), Lagaan: Once Upon a Time in India (2001) and Peepli (Live) (2010).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNTIzOWZhMjctNTBkMi00YTc0LThhOGYtMDFlZmI4ZmNkZTZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938149-4223","https://www.imdb.com/list/ls068010962/","Prashant Narayanan","https://www.imdb.com/name/nm1241910?ref_=nmls_hd","Prashant Narayanan","Prashant Narayanan is an actor and assistant director, known for Fredrick (2016), Shadows of Time (2004) and Waisa Bhi Hota Hai Part II (2003).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNjFlYjBjY2ItMGIxMi00ZTAzLThhMmEtM2M2NDk0OWViYmFlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR14,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938657-4305","https://www.imdb.com/list/ls068010962/","Dev Anand","https://www.imdb.com/name/nm0007147?ref_=nmls_hd","Dev Anand","After having played the Lead Actor for more than five decades in over 110 motion pictures, Dev Anand continues to bestride Indian Cinema today. He has given a new dimension to that magical state known as Stardom. And for his exemplary work he was awarded the Padma Bhushan in 2001 by the President of India. From the time he embarked on his career ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTk5MDI0OTQzOF5BMl5BanBnXkFtZTcwMTgwMzEzMQ@@._V1_UY317_CR104,0,214,317_AL__QL50.jpg","",""
"1587938568-4286","https://www.imdb.com/list/ls068010962/","Jaspal Bhatti","https://www.imdb.com/name/nm0080377?ref_=nmls_hd","Jaspal Bhatti","Jaspal Bhatti, the most popular social satirist in India, graduated from Punjab Engineering College, Chandigarh in North India, as an electrical engineer. He was famous for his street plays like his My Nonsense Club during his college days. Most of these plays were spoof ridiculing the corruption in the society. Before venturing out in to ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZGQzZDgxNGMtZTdjYy00NzI3LThlOGItNjdmOTc5ZjQwYjcwXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY317_CR17,0,214,317_AL__QL50.jpg","",""
"1587938868-4332","https://www.imdb.com/list/ls068010962/","Abhay Deol","https://www.imdb.com/name/nm1867717?ref_=nmls_hd","Abhay Deol","Abhay Deol (born in 1976, India) is an Indian film actor. He is the nephew of famous veteran actor Dharmendra and cousin of actors Sunny Deol and Bobby Deol and actress Esha Deol. After graduating from Mumbai University, Abhay headed to Los Angeles and studied Fine Arts. After completing a two year acting course, Abhay answered to his Bollywood ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTU2NzkzODA3OV5BMl5BanBnXkFtZTcwMzk2MDMyOA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587937773-4176","https://www.imdb.com/list/ls068010962/","Soumitra Chatterjee","https://www.imdb.com/name/nm0154164?ref_=nmls_hd","Soumitra Chatterjee","Soumitra Chatterjee was born on January 19, 1935 in Krishnanagar, Bengal Presidency, British India as Soumitra Chattapadhaya. He is an actor, known for The World of Apu (1959), Days and Nights in the Forest (1970) and Podokkhep (2006). He is married to Deepa Chatterjee.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjI5Mjk4NDc3Ml5BMl5BanBnXkFtZTgwMjczMTI1NTE@._V1_UY317_CR112,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938573-4287","https://www.imdb.com/list/ls068010962/","Jeetendra","https://www.imdb.com/name/nm0420090?ref_=nmls_hd","Jeetendra","Ravi Kapoor was born in a business family that dealt with imitation Jewelery and used to live in a chawl. While supplying jewelry to V. Shantaram, he was cast as Sandhya's double in the 1959 movie 'Navrang'. His first break as a Bollywood leading man came in 'Geet Gaya Patharon Ne'. Although Ravi Kapoor was born on April 7, 1942, Jeetendra birth's ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BYThkMTY3NDktMDBiNy00NWFhLWIyOWEtNGRkNDRiMGJjMjZiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR7,0,214,317_AL__QL50.jpg","",""
"1587938027-4205","https://www.imdb.com/list/ls068010962/","Raghuvaran","https://www.imdb.com/name/nm0706499?ref_=nmls_hd","Raghuvaran","Raghuvaran was born on December 10, 1958 in Kollankod, Palakkad, Kerala, India as Raghuvaran Velayutham Nair. He was an actor, known for Mudhalvan (1999), Amarkalam (1999) and Kadhalan. He was married to Rohini. He died on March 19, 2008 in Chennai, Tamil Nadu, India.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZjM0NmMyZTYtYmY3My00NDFkLTk1YTAtOGE3YTVjMGMyNzQ5XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938043-4207","https://www.imdb.com/list/ls068010962/","Rishi Kapoor","https://www.imdb.com/name/nm0438501?ref_=nmls_hd","Rishi Kapoor","Born in south Mumbai, Kapoor is the second son of film director and actor Raj Kapoor. He did his schooling with his brothers at Campion School,Mumbai. His brothers are well-known actors, Randhir Kapoor and Rajiv Kapoor. Rishi Kapoor debuted in his father's 1970 film Mera Naam Joker, playing his father's role as a child. Rishi Kapoor had his first ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjJmNjM1YmUtNTA2Zi00Y2U0LTgyZTItMjQ5MTE4NWJhMDgyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938669-4308","https://www.imdb.com/list/ls068010962/","Dharmendra","https://www.imdb.com/name/nm0004429?ref_=nmls_hd","Dharmendra","Dharmendra is one of the biggest stars of Indian cinema. Dharmendra Deol played the romantic hero in woman centric films from 1960-1968 and became romantic hero from 1968-69 and played the role of action hero from 1971-1997. Dharmendra has appeared in 306 films. He is known as 'Garam' Dharam in Bollywood. Had the looks of a real gentle man, ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTk0ODU5NjAzMl5BMl5BanBnXkFtZTcwNDYyOTM5NA@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","",""
"1587938728-4314","https://www.imdb.com/list/ls068010962/","Bharat Bhushan","https://www.imdb.com/name/nm0080445?ref_=nmls_hd","Bharat Bhushan","Bharat Bhushan was born on June 14, 1920 in Meerut, United Provinces of Agra and Oudh, British India. He was an actor, known for Gateway of India (1957), Mirza Ghalib (1954) and Shri Chaitanya Mahaprabhu (1954). He died on January 27, 1992 in Bombay, Maharashtra, India.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BODIwNGY2OGItN2I4Ny00Y2ExLWEzZmQtMTI0M2IxMWQxYTU5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","",""
"1587938714-4312","https://www.imdb.com/list/ls068010962/","Chunky Pandey","https://www.imdb.com/name/nm0659233?ref_=nmls_hd","Chunky Pandey","Chunky Pandey was born in Bombay, India on September 26, 1962 in a non-film household. Chunky's real name is Suyash Sharad Pandey, but is also known as Chandrakant Pandey. He shot into fame with a secondary role in 'Tezaab' which had Anil Kapoor and Madhuri Dixit in the lead roles. He continued to meet considerable success in secondary and ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTk5NjI3MTEwNF5BMl5BanBnXkFtZTgwMzU2MTMzOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587938152-4224","https://www.imdb.com/list/ls068010962/","Piyush Mishra","https://www.imdb.com/name/nm0592795?ref_=nmls_hd","Piyush Mishra","Piyush Mishra, is an Indian film actor, music director ,lyricist, singer, script and dialogue writer, and a well known theatre director and Hindi playwright. He spent his early life in Gwalior, where he received his education. Theater and television After his graduation from National School of Drama (NSD), New Delhi in 1986, Piyush Mishra started ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMDc5MGFlZTMtMmQ1Zi00YjkxLWE3ZGItZGNkNTExYjJhNGFhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR13,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938268-4238","https://www.imdb.com/list/ls068010962/","Nafisa Ali","https://www.imdb.com/name/nm0019465?ref_=nmls_hd","Nafisa Ali","Nafisa Ali is an actress, known for Life in a Metro (2007), Big B (2007) and Godfather: The Legend Continues (2007).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNDBkYTI0OWMtNmMzOC00MDc5LTgwNGEtZTQ1MGQ2MWViNjAxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938589-4290","https://www.imdb.com/list/ls068010962/","Irrfan Khan","https://www.imdb.com/name/nm0451234?ref_=nmls_hd","Irrfan Khan","Born Sahabzade Irfan Ali Khan, in Jaipur, Rajasthan (NW India) January 7, 1967 to a Pashto speaking Muslim family. Khan's mother, Begum Khan, was from the Tonk Hakim family and his father, Jagirdar Khan, from the Khajuriya village near the Tonk district, ran a tire business. The Khan family name comes from Turkish and Mongol languages and mean ""...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNDg3NDgxNzY4NF5BMl5BanBnXkFtZTcwODMxODQzMg@@._V1_UY317_CR11,0,214,317_AL__QL50.jpg","",""
"1587938538-4278","https://www.imdb.com/list/ls068010962/","Kajol","https://www.imdb.com/name/nm0004418?ref_=nmls_hd","Kajol","Kajol was born on August 5, 1974 in Bombay, Maharashtra, India as Kajol Mukherjee. She is an actress, known for Kuch Kuch Hota Hai (1998), My Name Is Khan (2010) and Fanaa (2006). She has been married to Ajay Devgn since February 24, 1999. They have two children.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjIwMjQ5MTQ4N15BMl5BanBnXkFtZTgwOTIyMDU0OTE@._V1_UY317_CR5,0,214,317_AL__QL50.jpg","",""
"1587937591-4155","https://www.imdb.com/list/ls068010962/","Varun Dhawan","https://www.imdb.com/name/nm3315894?ref_=nmls_hd","Varun Dhawan","Varun Dhawan was born on April 24, 1987 in Mumbai, Maharashtra, India. He is an actor and assistant director, known for City of Revenge (2015), October (2018) and The Bride of Humpty Sharma (2014).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjM0NTM3ODY4Ml5BMl5BanBnXkFtZTgwNTA4MDM0OTE@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938198-4231","https://www.imdb.com/list/ls068010962/","Prakash Raj","https://www.imdb.com/name/nm0695177?ref_=nmls_hd","Prakash Raj","Prakash Raj was born on March 26, 1965 in Bangalore, Mysore State, India as Prakash Rai. He is an actor and producer, known for Anniyan (2005), Kalki (1996) and Un Samayal Arayil (2014).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjQ2MjA4NjU0MF5BMl5BanBnXkFtZTgwMTgwMDMzOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
